Video ID,Video Title (Original),Approx Duration (ms),Video Publish Timestamp
62hPkQrhW-M,How to rename a GitHub repository in Git,272000,2020-07-30T21:41:02+00:00
LITy_6FoY-w,Find and use a GitHub repository URL,255000,2020-07-31T03:40:59+00:00
RNd4_-JyktI,How to Revert a Git Commit,412000,2020-07-31T13:56:35+00:00
rPP-EXSm4fw,git undo commits example,388000,2020-07-31T14:35:21+00:00
FSWFgTGTvbM,Git clean up strategies,738000,2020-08-02T23:33:09+00:00
KUal3Lh-xuE,Easily rebase GitHub branches,583000,2020-08-02T23:52:18+00:00
AV7giLHy7js,How to Squash Git Commits,721000,2020-08-03T00:41:59+00:00
5f7vjrIE2NI,git rebase master to branch example,642000,2020-08-03T01:15:27+00:00
k74B8sc3pRo,Git rebase to master example,720000,2020-08-03T01:41:46+00:00
5R0i3OBuUp8,Git config file locations on Windows and Ubuntu,214000,2020-08-04T23:02:47+00:00
N0smppET4vA,Where are git config files on Ubuntu Linux?,370000,2020-08-05T00:56:57+00:00
x8k9CyM23Ek,Why you can't find the gitconfig file,208000,2020-08-05T01:23:30+00:00
oukEr7s7d3E,How to Use the Git Config List Command Example,259000,2020-08-07T18:08:29+00:00
KDrzyFEZ1TQ,How to Remove and Delete Properties from Git Config,262000,2020-08-08T13:07:51+00:00
GYw7-Ld8lns,How to set the Git user.name Property in Git Config,226000,2020-08-08T13:49:29+00:00
YmZxYAimqkY,How to Set the Git Email Property in Git Config,251000,2020-08-08T14:15:12+00:00
aW4ZXonqjKY,How to Configure Your Global Git Config Settings,416000,2020-08-08T16:19:58+00:00
S1Mr0l87IpE,How to Set Your Username and Email in Git Config Example (user.name and user.email),227000,2020-08-08T17:55:24+00:00
IhgnKcbqw5A,How to Show All Your Git Config Properties at Once,259000,2020-08-08T18:35:08+00:00
QVr6vFZujUE,git reflog example,608000,2020-08-09T15:34:33+00:00
zXCfEubhE4k,git log and reflog compared,584000,2020-08-09T15:48:39+00:00
LZaOsT4M6Cc,git status command example,399000,2020-08-09T16:12:20+00:00
up3zKqHePTI,How the Git Working Tree Works by Example,397000,2020-08-09T16:29:01+00:00
PpPM5GnoVTI,git stash list example,486000,2020-08-09T17:32:18+00:00
WJSKompBwds,git stash untracked files example,212000,2020-08-09T23:18:12+00:00
Xk7bR8vYIps,How to Use the Git Clean Command by Example,311000,2020-08-10T00:32:05+00:00
gaUTK3SLlhU,How to git clean Untracked Files with the fdx Switch,314000,2020-08-10T01:00:34+00:00
TxXyfKaM9Mo,Difference between HashMap and Hashtable in Java,383000,2020-08-10T01:33:28+00:00
sXMC_JMo2Uo,git stash changes,393000,2020-08-10T03:17:12+00:00
tvcrrCqLNcg,git stash pop example,418000,2020-08-10T03:35:36+00:00
mG6bILKpKbk,How to install UiPath Studio,106000,2020-08-20T17:57:08+00:00
dvs25P_X5CQ,UiPath Studio Hello World Example,126000,2020-08-20T19:11:09+00:00
KCCBJ711Z5Q,UiPath variables and input boxes example,264000,2020-08-20T19:52:38+00:00
8bIKtEgSKUs,"UiPath Read, Write and Filter CSV Files Example",340000,2020-08-20T21:51:32+00:00
ENjgV6lEbvA,UiPath Keep Filter and Append CSV Example,365000,2020-08-20T22:31:10+00:00
6CCfT8HiwYI,Simple UiPath write to Excel example,306000,2020-08-20T23:16:23+00:00
qIFxtgHg2B0,UiPath Remove Data Column Example,384000,2020-08-20T23:56:37+00:00
5A61BQJlRws,UiPath For Each Row Example,335000,2020-08-21T00:18:59+00:00
b54CbbGwN24,UiPath Get Row Item Example,355000,2020-08-21T01:04:55+00:00
pNohVFIIHVA,Remove duplicate rows in Excel with UiPath Example,333000,2020-08-21T02:03:35+00:00
RJpiufTytTI,Connect UiPath to Outlook Example,385000,2020-08-21T13:20:28+00:00
8o6A9YUEXAg,How to apply Smart Focus in Camtasia 20 Example,96000,2020-08-21T13:30:52+00:00
xrB8aIJE5Cs,How to read Outlook email subjects in UiPath Studio example,385000,2020-08-21T13:57:36+00:00
-7u9uHUnoJc,UiPath Get Outlook Mail Messages Body Example,360000,2020-08-21T15:11:49+00:00
zrCx_-EB74Y,UiPath Get Outlook Message Filter Example,489000,2020-08-21T16:15:57+00:00
xd8m9L-9Ke0,The UiPath Gmail Example,450000,2020-08-21T22:25:21+00:00
djvOK2X0zqo,Download Gmail attachments with UiPath Studio Example,452000,2020-08-21T23:02:34+00:00
ysMR57EZ0GM,Get IMAP messages in UiPath example,512000,2020-08-21T23:18:00+00:00
fnK69RWE5JE,UiPath Save Attachments and Filter Example,412000,2020-08-21T23:57:40+00:00
CGuAo2NM2Zk,UiPath Do While Number Guesser Game Challenge Project,333000,2020-08-22T17:48:55+00:00
iGU3Lzzv8wg,How to create UiPath Sequence Projects Example,348000,2020-08-22T18:04:49+00:00
vjiqJ5Q8IvI,Introduction to UiPath Programming,374000,2020-08-22T18:19:27+00:00
Zvoq06Mhf7Q,Fix Git clone's fatal setting SSL certificate error,60000,2020-08-22T18:32:52+00:00
gs8m1P2bO7k,UiPath Try Catch Finally Tutorial,301000,2020-08-22T19:09:34+00:00
Yy-IEHLIjzo,UiPath Exception Handling Example,325000,2020-08-22T19:24:14+00:00
vUeRlhzz0wg,UiPath Nested If Then Else Example,436000,2020-08-22T20:09:12+00:00
fFK-_69rKkk,UiPath Logging Example,201000,2020-08-22T20:52:59+00:00
9LHSes2-RwA,Get All Files in a Directory with UiPath Directory.GetFiles Example,230000,2020-08-22T23:00:43+00:00
2IA8mvgIZMI,How to use UiPath Select Folder to get all files in a Directory Example,290000,2020-08-22T23:59:07+00:00
AGeKwA4JxRY,UiPath Get All PDF Files in a Directory Example,448000,2020-08-23T00:54:49+00:00
H5H9gj5GDJk,How to change Adobe reading order to Infer,92000,2020-08-23T01:11:35+00:00
Zl3HMpdcsXA,Introduction to PDF Text Data Extraction with UiPath Example,482000,2020-08-23T02:09:54+00:00
rjtHXD2nI8Q,UiPath Anchor Base Tutorial,660000,2020-08-23T22:29:02+00:00
6c1Tda0F0WI,UiPath Data Scraping Example,549000,2020-08-23T23:18:39+00:00
AetgInrwM1s,Text Data Extraction in Multiple PDF files with UiPath Example,666000,2020-08-24T01:00:39+00:00
OLTW85hCF10,Screen Scrape Multiple PDF Files with UiPath Example,477000,2020-08-24T02:19:15+00:00
pD50eAZcaWA,UiPath Remove or Delete Empty Rows Example,227000,2020-08-24T12:33:21+00:00
k5eG8vc8u_8,UiPath Data Scrape PDFs into Excel Example,542000,2020-08-24T13:36:08+00:00
50uhx0uJ8MY,How to create and build a DataTable in UiPath Example,425000,2020-08-24T14:50:30+00:00
kdqpTZgxiU8,Add Rows to DataTables in UiPath,435000,2020-08-24T14:59:37+00:00
QjDV38pqhqs,How to Save UiPath DataTables to Excel Example,450000,2020-08-24T15:06:30+00:00
hFf3UQtJyGQ,How to use UiPath Append Range with Excel Example,545000,2020-08-24T15:48:20+00:00
Fuy6a_IqcTU,UiPath Extract PDF Text & Save to Excel Example,1040000,2020-08-24T16:37:16+00:00
DGD-R5vhcm4,UiPath Invoice Processing Demo,1025000,2020-08-24T17:37:06+00:00
-yVXW1MmG7I,UiPath Set Reading Order to Inferred for Adobe,259000,2020-08-24T18:30:17+00:00
JUR5nJEXEk4,How to Maximize Document Windows in a UiPath Sequence,110000,2020-08-24T18:56:34+00:00
YaNhaNMm9iY,How to use UiPath Hotkeys Example,97000,2020-08-24T19:02:49+00:00
Eu3x-O2FdxA,How to move files between folders in UiPath Example,213000,2020-08-24T21:24:44+00:00
UBHauJVXs-g,How to UiPath Move Invoices to a New Directory After Processing,235000,2020-08-24T21:35:02+00:00
RKh9QDkor-g,UiPath OCR Image Example,465000,2020-08-25T03:52:01+00:00
gkKiemETAwI,How to get text from a JPEG image in UiPath Example,456000,2020-08-25T04:06:17+00:00
hUp_h2RaCBE,How to Process Scanned Image Invoices with UiPath Example,462000,2020-08-25T04:12:15+00:00
zRdpHd9qClU,OCR with UiPath and Google Cloud Vision Example,372000,2020-08-25T14:41:47+00:00
qYWHWapGLvU,How to Automate Google Cloud Vision OCR Example,363000,2020-08-25T15:00:45+00:00
